1457473545,projet_12_10_10.dat,115,0,frontalWconnexity
1457473545,projet_12_10_2.dat,4,0,frontalWconnexity
1457473546,projet_12_10_5.dat,107,0,frontalWconnexity
1457473552,projet_15_17_10.dat,242,0,frontalWconnexity
1457473561,projet_15_17_5.dat,215,0,frontalWconnexity
1457473774,projet_12_10_10.dat,115,0,frontalWconnexity
1457473775,projet_12_10_2.dat,4,1,frontalWconnexity
1457473792,projet_12_10_3.dat,65,17,frontalWconnexity
1457473794,projet_12_10_5.dat,107,0,frontalWconnexity
1457473834,projet_12_10_8.dat,78,7,frontalWconnexity
1457473870,projet_12_10_10.dat,115,0,frontalWconnexity
1457473871,projet_12_10_2.dat,4,1,frontalWconnexity
1457473886,projet_12_10_3.dat,65,15,frontalWconnexity
1457473887,projet_12_10_5.dat,107,0,frontalWconnexity
1457473918,projet_12_10_8.dat,78,8,frontalWconnexity
1457474243,projet_12_10_10.dat,115,0,frontalWconnexity
1457474243,projet_12_10_2.dat,4,0,frontalWconnexity
1457474258,projet_12_10_3.dat,65,15,frontalWconnexity
1457474259,projet_12_10_5.dat,107,0,frontalWconnexity
1457474288,projet_12_10_8.dat,78,7,frontalWconnexity
1457474403,projet_12_10_1.dat,42,25,frontalWconnexity
1457474404,projet_12_10_10.dat,115,1,frontalWconnexity
1457474404,projet_12_10_2.dat,4,0,frontalWconnexity
1457474420,projet_12_10_3.dat,65,16,frontalWconnexity
1457474421,projet_12_10_4.dat,62,1,frontalWconnexity
1457474421,projet_12_10_5.dat,107,0,frontalWconnexity
1457474424,projet_12_10_6.dat,51,3,frontalWconnexity
1457474445,projet_12_10_7.dat,56,21,frontalWconnexity
1457474453,projet_12_10_8.dat,78,8,frontalWconnexity
1457474462,projet_12_10_9.dat,44,9,frontalWconnexity
1457474577,projet_15_17_1.dat,42,115,frontalWconnexity
1457474579,projet_15_17_10.dat,242,2,frontalWconnexity
1457474580,projet_15_17_2.dat,13,1,frontalWconnexity
1457474685,projet_15_17_3.dat,120,105,frontalWconnexity
1457474689,projet_15_17_4.dat,104,4,frontalWconnexity
1457474690,projet_15_17_5.dat,215,1,frontalWconnexity
1457474786,projet_15_17_6.dat,94,96,frontalWconnexity
1457475050,projet_15_17_7.dat,99,264,frontalWconnexity
1457475065,projet_15_17_8.dat,139,15,frontalWconnexity
1457475171,projet_15_17_9.dat,101,106,frontalWconnexity
1457475377,projet_20_25_1.dat,72,205,frontalWconnexity
1457475440,projet_20_25_10.dat,427,63,frontalWconnexity
1457475441,projet_20_25_2.dat,20,1,frontalWconnexity
1457475881,projet_20_25_3.dat,176,440,frontalWconnexity
1457475900,projet_20_25_4.dat,170,18,frontalWconnexity
1457475900,projet_20_25_5.dat,389,0,frontalWconnexity
1457476481,projet_20_25_6.dat,148,581,frontalWconnexity
1457505394,projet_20_25_7.dat,171,28912,frontalWconnexity
1457505490,projet_20_25_8.dat,253,96,frontalWconnexity
1457508720,projet_20_25_9.dat,201,3229,frontalWconnexity
1457508984,projet_5_8_1.dat,24,1,frontalWconnexity
1457508984,projet_5_8_10.dat,40,0,frontalWconnexity
1457508984,projet_5_8_2.dat,4,0,frontalWconnexity
1457508985,projet_5_8_3.dat,30,1,frontalWconnexity
1457508985,projet_5_8_4.dat,18,0,frontalWconnexity
1457508985,projet_5_8_5.dat,40,0,frontalWconnexity
1457508985,projet_5_8_6.dat,23,0,frontalWconnexity
1457508985,projet_5_8_7.dat,30,0,frontalWconnexity
1457508986,projet_5_8_8.dat,28,1,frontalWconnexity
1457508987,projet_5_8_9.dat,23,1,frontalWconnexity
